esgType,Sector,industry,Company,locationName,locationGeneralType,locationType,countryName,latitude,longitude,NonGHGAirPollutants,GHGEmissions,SoilPollutants,SolidWaste,WaterPollutants,WaterUse,WaterQuality,waterStressScore,MarineEcosystemUse,FreshwaterEcosystemUse,ProductionProcess,landUsage,TotalSpeciesCount1km,located_within_KBA_or_Not,located_within_WPA_or_Not,area_KBA_1km,area_WPA_1km,distance_Kms_to_closest_KBA,distance_Kms_to_closest_WPA,AnnualHurricaneOccurance250Km,AnnualMaxStormSpeed250Km,AnnualLandslideOccurance25Km,RiverineInundation2030RCP45ReturnPeriod100,RiverineInundation2050RCP45ReturnPeriod100,RiverineInundation2080RCP45ReturnPeriod100,RiverineInundation2030RCP85ReturnPeriod100,RiverineInundation2050RCP85ReturnPeriod100,RiverineInundation2080RCP85ReturnPeriod100,CoastalInundation2030RCP45ReturnPeriod100Percentile95,CoastalInundation2030RCP85ReturnPeriod100Percentile95,CoastalInundation2050RCP45ReturnPeriod100Percentile95,CoastalInundation2050RCP85ReturnPeriod100Percentile95,CoastalInundation2080RCP45ReturnPeriod100Percentile95,CoastalInundation2080RCP85ReturnPeriod100Percentile95,heatwaveRiskScore_2025_RCP45,heatwaveRiskScore_2025_RCP85,heatwaveRiskScore_2050_RCP45,heatwaveRiskScore_2050_RCP85,heatwaveRiskScore_2075_RCP45,heatwaveRiskScore_2075_RCP85,heatwaveRiskScore_2100_RCP45,heatwaveRiskScore_2100_RCP85,coldwaveRiskScore_2025_RCP45,coldwaveRiskScore_2025_RCP85,coldwaveRiskScore_2050_RCP45,coldwaveRiskScore_2050_RCP85,coldwaveRiskScore_2075_RCP45,coldwaveRiskScore_2075_RCP85,coldwaveRiskScore_2100_RCP45,coldwaveRiskScore_2100_RCP85,annualAccumilatedRainfall2030RCP45,annualAccumilatedRainfall2030RCP85,annualAccumilatedRainfall2050RCP45,annualAccumilatedRainfall2050RCP85,annualAccumilatedRainfall2080RCP45,annualAccumilatedRainfall2080RCP85,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_167847,Industrials,Construction & Engineering,Eiffage SA,Eiffage Abidjan Ivory Coast Road Contractor,Contractor,Road Contractor,C?te d'Ivoire,5.3620128,-3.9898999,H,H,M,H,M,H,,21.90954996,,H,Construction,0.003990858,1118,0,0,0,0,4.559,4.539,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,150.42,152.42,152.5,154.92,154.17,2023,0,0
ESG_167852,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Clemessy Services Abidjan,Plant,Energy Equipment and Solutions,C?te d'Ivoire,5.3246498,-4.0204394,L,H,L,,L,H,,21.67307717,,,Infrastructure maintenance contracts,0.009387186,1162,0,0,0,0,4.586,4.563,,,,,,,,,,0,0,0,0,0,0,0,0,8,17,8,43,22,69,0,0,0,0,0,0,0,0,153,150.42,152.17,152.67,154.92,154,2023,0,19.42
ESG_167855,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Kingston Jamaica Office,Office,Office,Jamaica,18.0068506,-76.7973411,M,,H,M,H,H,,0,,,Infrastructure holdings,0.001446814,395,0,0,0,0,3.34,6.359,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.83,101.92,106.5,104.42,106.92,107.58,2023,0,1.61
ESG_167857,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Liberia Equipment Supplier,Supplier,Equipment Supplier,Liberia,6.293057012,-10.77196269,H,H,L,,L,,,11.65710975,M,,Distribution,0.001479332,975,0,0,0,0.47,59.127,0.533,,,,0.6,0.586,0.596,0.594,0.606,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.08,366,369.5,368.92,376.33,371.17,2023,0,0.71
ESG_167861,Industrials,Construction & Engineering,Eiffage SA,LUXYS Niederanven Luxembourg Plant,Plant,Energy Equipment and Solutions,Luxembourg,49.64257,6.26279,L,H,L,,L,H,,16.66286009,,,Infrastructure maintenance contracts,0.071334126,721,0,0,0.119,0.092,0.821,0.759,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.75,71,72.25,65.92,71.25,69.33,2023,1.76,0.16
ESG_167877,Industrials,Construction & Engineering,Eiffage SA,Perrard Construction Niederanven Luxembourg Plant,Plant,Construction Equipment Manufacturer,Luxembourg,49.6547792,6.2212077,L,H,L,,L,H,,15.77238751,,,Infrastructure maintenance contracts,0.018320948,739,0,0,0,1.749,1.323,0.109,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.67,76,77.25,70.83,76.17,74.25,2023,4.75,0.14
ESG_167921,Industrials,Construction & Engineering,Eiffage SA,Eiffage Antananarivo Madagascar Road Contractor,Contractor,Road Contractor,Madagascar,-18.88503072,47.52106628,H,H,M,H,M,H,,0.717298943,,H,Construction,0.003019911,358,0,0,0,0,1.831,1.831,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.17,98.5,107.5,99.33,98.67,92.58,2023,0,1.38
ESG_167924,Industrials,Construction & Engineering,Eiffage SA,Eiffage Genie Civil Antilles Ducos Road Contractor,Contractor,Road Contractor,Martinique,14.57984101,-60.98487102,H,H,M,H,M,H,,0,,H,Construction,0.000953785,258,0,0,0.259,0.084,0.276,0.819,5,16,,0.204,0.196,0.076,0.286,0.278,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.5,147.83,150.75,151.5,151.83,151.17,2023,0,0.17
ESG_167932,Industrials,Construction & Engineering,Eiffage SA,Eiffage RMT Nouakchott Mauritanie Equipment Supplier,Supplier,Equipment Supplier,Mauritania,18.0916328,-15.9725812,H,H,L,,L,,,87.94899812,M,,Distribution,0.011314726,301,0,0,0,0,2.746,138.892,,,,0,0,0,0,0,0,0,0,0,0,0,0,18,22,29,34,32,56,39,62,0,0,0,0,0,0,0,0,16.42,10.67,21.25,12,10.92,17.83,2023,0,0
ESG_167936,Industrials,Construction & Engineering,Eiffage SA,Eiffage Genie Civil Hydrotech Mayotte Road Contractor,Contractor,Road Contractor,Mayotte,-12.7805702,45.2278833,H,H,M,H,M,H,,0,,H,Construction,0.000291391,1681,0,0,0.947,0.977,0.46,0.46,,,,0.506,0.586,0.894,0.762,0.956,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.67,95.5,96.83,95.25,95.92,85.17,2023,0,19.67
ESG_167938,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Mexico Equipment Supplier,Supplier,Equipment Supplier,Mexico,19.4269499,-99.176864,L,H,L,,L,H,,8.464777052,,,Infrastructure maintenance contracts,0.017011672,639,0,0,0,0,14.023,3.09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.25,63.67,62.25,66,63.08,68.33,2023,0,0.48
ESG_167950,Industrials,Construction & Engineering,Eiffage SA,Eiffage Crystal Sam Equipment Supplier,Supplier,Equipment Supplier,Monaco,43.7281481,7.4140816,H,H,L,,L,,,11.30914348,M,,Distribution,0.005114172,1225,0,1,0,2.691,4.681,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,61.25,60.17,60.92,57.83,61.25,51.83,2023,0.52,26.42
ESG_167953,Industrials,Construction & Engineering,Eiffage SA,Eiffage Construction Monaco Road Contractor,Contractor,Road Contractor,Monaco,43.7464132,7.4290324,H,H,M,H,M,H,,11.00431067,,H,Construction,0.004136977,1068,0,1,0,2.444,6.474,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.42,60.17,61,57.83,61.33,51.67,2023,0,19.84
ESG_167976,Industrials,Construction & Engineering,Eiffage SA,Eiffage Clemessy Maroc Equipment Supplier,Supplier,Equipment Supplier,Morocco,33.6048657,-7.5484147,H,H,L,,L,,,85.74494685,M,,Distribution,0.011760839,485,0,0,0,0,69.897,15.515,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20.75,20.58,19.92,14.92,15.5,11.5,2023,2.41,0.52
ESG_167977,Industrials,Construction & Engineering,Eiffage SA,Eiffage Avics Tynaarlo Office,Office,Office,Netherlands,53.0802479,6.6287177,M,,H,M,H,H,,65.7321645,,,Infrastructure holdings,0.018532236,681,0,1,0.575,3.143,0.328,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,73.67,71.25,74.58,75.33,2023,0,5.65
ESG_167979,Industrials,Construction & Engineering,Eiffage SA,Eiffage Building Services Groningen,Service Center,Electrical Installation Service Center,Netherlands,53.2081982,6.626441,M,,H,M,H,H,,72.84715061,,,Infrastructure holdings,0.008294458,672,0,0,0,0.004,2.483,0.938,,,,0.018,0.018,0.024,0.018,0.018,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,74.75,74.5,72.33,75.92,76.33,2023,0,0.16
ESG_167980,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Installation Technology Nijmegen Contractor,Contractor,Heating Contractor,Netherlands,51.8264524,5.7699792,L,H,L,,L,H,,11.66058062,,,Infrastructure maintenance contracts,0.061186317,733,0,0,0,0,4.803,1.143,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.08,70.08,71.25,67,69.33,71,2023,4.17,0.57
ESG_167983,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Amersfoort Service Center,Service Center,Service Center,Netherlands,52.1659821,5.3547213,M,,H,M,H,H,,6.936222171,,,Infrastructure holdings,0.007555572,709,0,0,0.671,0.063,0.375,0.78,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.83,73.42,73.92,70.42,72.5,73.92,2023,5.75,0.8
ESG_167984,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Lijnden Contamination Control Services,Service Center,Electrical Installation Service Center,Netherlands,52.3495749,4.7626233,M,,H,M,H,H,,58.77970119,,,Infrastructure holdings,0.004901627,702,0,0,0,0.073,10.686,0.695,,,,0.02,0.018,0.02,0.02,0.022,0.022,4.71,4.74,5.2,5.26,6.76,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5,74.08,74,71.58,73.42,74.67,2023,1.43,0.66
ESG_167987,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Almere Installation Service,Service Center,Electrical Installation Service Center,Netherlands,52.3452858,5.1780059,M,,H,M,H,H,,38.59240963,,,Infrastructure holdings,0.012957428,835,0,0,0,1.25,2.688,0.223,,,,0.272,0.262,0.294,0.274,0.27,0.298,3.62,3.65,3.85,3.91,5.02,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73.67,73.75,71.17,73.17,74.17,2023,0,0.01
ESG_167989,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Alkmaar Installation Service,Service Center,Electrical Installation Service Center,Netherlands,52.6469817,4.7847609,M,,H,M,H,H,,90.35414707,,,Infrastructure holdings,0.008670498,682,0,0,0,0.178,6.242,0.238,,,,0.02,0.018,0.02,0.02,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.92,73,72.58,70.5,72.42,73.33,2023,0,4.89
ESG_167990,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Amstelveen Installation Service,Service Center,Electrical Installation Service Center,Netherlands,52.28270382,4.838619968,M,,H,M,H,H,,52.04513942,,,Infrastructure holdings,0.007978684,701,0,0,0,0.115,2.739,0.478,,,,0.02,0.018,0.02,0.02,0.022,0.022,2.55,2.58,2.99,3.05,4.47,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,74.33,74.42,71.75,73.67,75,2023,0,0.03
ESG_167992,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Assen Installation Service,Service Center,Electrical Installation Service Center,Netherlands,53.0107462,6.590421,M,,H,M,H,H,,59.88428906,,,Infrastructure holdings,0.041063087,675,0,0,0.026,0.812,0.886,0.409,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,74,73.67,71.25,74.58,75.33,2023,0,0.07
ESG_167994,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Nijmegen Installation Service,Service Center,Electrical Installation Service Center,Netherlands,51.8417369,5.8057528,M,,H,M,H,H,,12.08739958,,,Infrastructure holdings,0.001807676,739,0,0,0,0,2.167,2.126,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.33,70.25,71.25,67.25,69.5,71.08,2023,0,6
ESG_167995,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kropman Zwolle Installation Service,Service Center,Electrical Installation Service Center,Netherlands,52.5177188,6.060321,M,,H,M,H,H,,18.39521476,,,Infrastructure holdings,0.021683913,701,0,0,0,0,1.442,1.412,,,,0,0,0,0,0,0,0,0,0,0,0.34,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.33,72,72.25,68.92,72.17,72.92,2023,0,2.61
ESG_167996,Industrials,Construction & Engineering,Eiffage SA,Eiffage OpenXS Apeldoorn Equipment Supplier,Supplier,Equipment Supplier,Netherlands,52.2467822,6.0007287,H,H,L,,L,,,9.640256878,M,,Distribution,0.008541618,707,0,0,0,0.119,3.077,0.459,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.58,70.83,71.58,67.67,70.5,71.75,2023,0,0.14
ESG_167997,Industrials,Construction & Engineering,Eiffage SA,Eiffage Res Novae Equipment Supplier,Supplier,Equipment Supplier,Netherlands,50.9798565,5.8280441,H,H,L,,L,,,0.05294157,M,,Distribution,0.010296083,716,0,0,0,0,3.024,1.62,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.42,70.33,71.83,66.5,69.25,70.58,2023,0,0.01
ESG_167998,Industrials,Construction & Engineering,Eiffage SA,Eiffage Smulders Projects Netherlands Industrial Equipment Supplier,Supplier,Industrial Equipment Supplier,Netherlands,51.4549267,3.7080343,H,H,H,M,M,H,,44.10723736,VH,H,Infrastructure builds,0.074574352,860,0,0,0,0,1.595,1.501,,,,0,0,0,0,0,0,0,0,0,0,0.89,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,68.5,68.33,66.25,66.33,67.92,2023,21.73,28.96
ESG_168009,Industrials,Construction & Engineering,Eiffage SA,Eiffage Norge E18 Langangen Rugtvedt Project Construction Equipment Supplier,Supplier,Construction Equipment Supplier,Norway,59.1014485,9.6707452,H,H,H,M,M,H,,3.73006361,VH,H,Infrastructure builds,0.028559083,586,0,0,0,0.054,44.284,0.618,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.83,72.42,70.75,73.33,72.42,76.17,2023,12.64,0.46
ESG_168017,Industrials,Construction & Engineering,Eiffage SA,Eiffage Norge Oslo Norway Road Contractor,Contractor,Road Contractor,Norway,59.9179036,10.7408369,H,H,M,H,M,H,,17.47923055,,H,Construction,0.003922835,619,0,0,0,0,17.662,2.059,,,,0.252,0.25,0.286,0.276,0.256,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,74.17,72.67,74.25,73.17,77.5,2023,0.45,1.22
ESG_168023,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Lima Peru Equipment Supplier,Supplier,Equipment Supplier,Peru,-12.09613064,-76.99619897,H,H,L,,L,,,94.36110274,M,,Distribution,0.000626979,277,0,0,0,0,6.721,5.744,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,3,2.33,1.92,3,3.5,2023,2.7,0.07
ESG_168025,Industrials,Construction & Engineering,Eiffage SA,Eiffage Genie Civil Marine Sucursal Del Peru Road Contractor,Contractor,Road Contractor,Peru,-12.0968175,-77.0320859,H,H,M,H,M,H,,93.694024,,H,Construction,0.005196228,277,0,0,0,0,10.22,9.446,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,5.42,2.75,2.75,4.75,5.5,2023,0,0.24
ESG_168027,Industrials,Construction & Engineering,Eiffage SA,Eiffage Immobilier Polska Office,Office,Office,Poland,52.1840463,21.0128769,M,,H,M,H,H,,2.17581719,,,Infrastructure holdings,0.024207161,723,0,0,0,0.001,7.968,0.969,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,48.5,46.5,49.25,49,47.42,48,2023,0,0.19
ESG_168035,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Bourgogne Champagne Contractor,Contractor,General Contractor,France,47.2825093,5.04198,L,H,L,,L,H,,2.942527506,,,Infrastructure maintenance contracts,0.069909503,795,0,0,0,0,4.122,3.555,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,64.58,66.33,65.58,60.83,67.42,59,2023,2.54,0.26
ESG_168041,Industrials,Construction & Engineering,Eiffage SA,Eiffage Immobilier Lisbonne Portugal Office,Office,Office,Portugal,38.725924,-9.161087,M,,H,M,H,H,,60.51072515,,,Infrastructure holdings,0.032289351,655,0,0,0,0,8.118,8.065,2,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.83,51.17,46.08,42.83,45.75,34.33,2023,0,0.24
ESG_168047,Industrials,Electric Utilities,Eiffage SA,Eiffage Joao Jacinto Tome Lisbon Office,Office,Office,Portugal,38.7117026,-9.1681474,M,,H,M,H,H,,60.53721214,,,Infrastructure holdings,0.007252099,661,0,0,0,0,9.107,8.609,2,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.83,51.17,46.08,42.83,45.75,34.33,2023,0,0.08
ESG_168072,Industrials,Electric Utilities,Eiffage SA,Eiffage Joao Jacinto Tome Vilar Office,Office,Office,Portugal,41.279192,-8.6795002,M,,H,M,H,H,,47.81598125,,,Infrastructure holdings,0.005392717,568,0,0,0,0,32.715,3.796,13,18,,0.552,0.6,0.574,0.498,0.62,0.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.83,89.75,83.17,81.5,84.25,67.75,2023,8.29,0.27
ESG_168075,Industrials,Construction & Engineering,Eiffage SA,Eiffage Genie Civil Hydrotech La Reunion Road Contractor,Contractor,Road Contractor,R?union,-20.9360761,55.3269013,H,H,M,H,M,H,,0,,H,Construction,0.001880067,176,0,0,0,0,1.7,1.553,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.5,120.17,120.83,122.67,118.42,113.83,2023,9.85,15.92
ESG_168080,Industrials,Construction & Engineering,Eiffage SA,Eiffage Clemessy Moscow Russia Office,Office,Office,Russian Federation,55.7624388,37.6321221,M,,H,M,H,H,,58.08860449,,,Infrastructure holdings,0.003757192,604,0,0,0,0,57.696,4.194,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,5,4,5,6,2,68.75,67.17,69.17,70,70.25,69.83,2023,17.79,16.17
ESG_168082,Industrials,Construction & Engineering,Eiffage SA,Autoroute De l Avenir Dakar Road Contractor,Contractor,Road Contractor,Senegal,14.74435801,-17.28241664,H,H,M,H,M,H,,10.11795559,,H,Construction,0.002181822,761,0,0,0,0,4.512,3.389,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.58,49.67,63,55.67,59.92,67.17,2023,0,0
ESG_168098,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systems Transport & Distribution Senegal,Distribution Center,Distribution Center,Senegal,14.691973,-17.4331346,H,H,L,,L,,,6.055560572,M,,Distribution,0.001878864,1522,0,0,0,0.282,5.651,0.366,,,,0.166,0.144,0.126,0.09,0.126,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.83,49.25,62.25,55.08,59.17,66.92,2023,0,8.51
ESG_168124,Industrials,Transportation Infrastructure,Eiffage SA,Clemessy Espana Valladolid Cisterniga Office,Office,Office,Spain,41.59522793,-4.670312589,,H,H,M,H,,L,13.72453701,VH,VH,Marine ports and services,0.009922896,699,0,0,0,0,17.909,3.233,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22.83,24.25,21.75,18.25,23.58,10.25,2023,19.91,4.29
ESG_168126,Industrials,Construction & Engineering,Eiffage SA,Eiffage Cantera Porfido Road Contractor,Contractor,Road Contractor,Spain,38.2430289,-0.939019673,H,H,M,H,M,H,,41.94538063,,H,Construction,0.293684505,703,0,1,0,3.143,12.798,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,15,0,0,0,0,0,0,0,0,17.5,17.92,16.42,14.5,16.25,12.17,2023,8.18,0.65
ESG_168132,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systems Albacete Equipment Supplier,Supplier,Equipment Supplier,Spain,39.03617273,-1.843967188,L,H,L,,L,H,,54.75555597,,,Infrastructure maintenance contracts,0.03003311,617,0,0,0,0,6.778,20.1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,20.75,21.42,19.75,17.5,19.08,14.25,2023,3.21,0.44
ESG_168135,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systems Araba Equipment Supplier,Supplier,Equipment Supplier,Spain,42.8350644,-2.7292535,L,H,L,,L,H,,26.49572637,,,Infrastructure maintenance contracts,0.007910038,806,0,0,0,0.03,6.918,0.822,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.08,61.83,62.17,56.75,63.42,51,2023,12.04,5.29
ESG_168138,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systems Alicante Equipment Supplier,Supplier,Equipment Supplier,Spain,38.3386008,-0.5642984,L,H,L,,L,H,,53.55279944,,,Infrastructure maintenance contracts,0.011626077,711,0,0,0,0,4.948,4.898,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,19.92,20,19.25,17.08,18.33,14.58,2023,6.09,4.25
ESG_168143,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Almeria Equipment Supplier,Supplier,Equipment Supplier,Spain,37.2507567,-1.9132205,H,H,L,,L,,,70.71581943,M,,Distribution,0.010409082,637,0,0,0,0,10.722,7.539,,,,0.02,0.016,0.016,0.018,0.018,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17,13,12.25,9.58,11.83,6.5,2023,10.18,0.62
ESG_168155,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Zaragoza Air Conditioning Contractor,Contractor,Air Conditioning Contractor,Spain,41.6739602,-0.8571737,H,H,L,,L,,,37.39816605,M,,Distribution,0.024030197,744,0,0,0,0,4.894,2.448,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,13,0,0,0,0,0,0,0,0,20.42,21.58,20.17,16.25,18.25,16.33,2023,27.18,7.57
ESG_168156,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Agence Baleares Office,Office,Office,Spain,39.5741801,2.6558855,M,,H,M,H,H,,74.09803228,,,Infrastructure holdings,0.007386541,486,0,0,0,0,8.102,6.859,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,29.5,27.58,30.42,27.58,28.17,24.92,2023,0.93,0.07
ESG_168159,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Barcelona Contractor,Contractor,Road Contractor,Spain,41.325314,2.0355408,H,H,H,M,M,H,,87.77673998,VH,H,Infrastructure builds,0.012243147,801,0,0,0,0,1.174,1.764,,,,0.158,0.164,0.168,0.158,0.176,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,43.83,43,46,43.08,43.75,40.42,2023,21.48,6.14
ESG_168162,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Agence Biomedical Paterna Office,Office,Office,Spain,39.5479332,-0.4643646,M,,H,M,H,H,,90.64713464,,,Infrastructure holdings,0.013406419,757,0,0,0,0,10.727,2.414,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,14,0,0,0,0,0,0,0,0,26.83,27.17,26.58,24.08,25.17,22.92,2023,0.4,1.96
ESG_168165,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Agence Bizcaya Equipment Supplier,Supplier,Equipment Supplier,Spain,43.237772,-2.8005472,L,H,L,,L,H,,35.73630846,,,Infrastructure maintenance contracts,0.027330221,741,0,0,0,0,13.569,5.691,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.83,84.42,84.83,79.58,86.08,73.83,2023,4.33,0.86
ESG_168167,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Castellon Equipment Supplier,Supplier,Equipment Supplier,Spain,39.9782431,-0.0132977,H,H,L,,L,,,77.66349277,M,,Distribution,0.030300029,717,0,0,0,0,2.282,4.309,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,15,0,0,0,0,0,0,0,0,26.42,26.58,26.58,23.67,25,22.5,2023,0.29,0.76
ESG_168170,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Cataluna Barcelona Office,Office,Office,Spain,41.4792267,2.0289534,M,,H,M,H,H,,85.07128354,,,Infrastructure holdings,0.004861064,806,0,0,0,0,7.269,1.361,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,41.92,41.25,44,41,42,38.33,2023,7.03,4.01
ESG_168172,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Ciudad Real Equipment Supplier,Supplier,Equipment Supplier,Spain,38.7790261,-3.3942041,H,H,L,,L,,,0,M,,Distribution,0.006529619,674,0,0,0,0,14.424,14.47,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,2,13,0,0,0,0,0,0,0,0,25,25.75,24,20.67,23.33,16.92,2023,29.27,2.43
ESG_168174,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Fuerteventura Equipment Supplier,Supplier,Equipment Supplier,Spain,28.4272385,-13.8734547,H,H,L,,L,,,0,M,,Distribution,0.001485974,255,0,0,0,0,2.541,1.267,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,8.75,8.42,7.17,6.17,6.5,2023,4.41,0.41
