esgType,Sector,industry,Company,locationName,locationGeneralType,locationType,countryName,latitude,longitude,NonGHGAirPollutants,GHGEmissions,SoilPollutants,SolidWaste,WaterPollutants,WaterUse,WaterQuality,waterStressScore,MarineEcosystemUse,FreshwaterEcosystemUse,ProductionProcess,landUsage,TotalSpeciesCount1km,located_within_KBA_or_Not,located_within_WPA_or_Not,area_KBA_1km,area_WPA_1km,distance_Kms_to_closest_KBA,distance_Kms_to_closest_WPA,AnnualHurricaneOccurance250Km,AnnualMaxStormSpeed250Km,AnnualLandslideOccurance25Km,RiverineInundation2030RCP45ReturnPeriod100,RiverineInundation2050RCP45ReturnPeriod100,RiverineInundation2080RCP45ReturnPeriod100,RiverineInundation2030RCP85ReturnPeriod100,RiverineInundation2050RCP85ReturnPeriod100,RiverineInundation2080RCP85ReturnPeriod100,CoastalInundation2030RCP45ReturnPeriod100Percentile95,CoastalInundation2030RCP85ReturnPeriod100Percentile95,CoastalInundation2050RCP45ReturnPeriod100Percentile95,CoastalInundation2050RCP85ReturnPeriod100Percentile95,CoastalInundation2080RCP45ReturnPeriod100Percentile95,CoastalInundation2080RCP85ReturnPeriod100Percentile95,heatwaveRiskScore_2025_RCP45,heatwaveRiskScore_2025_RCP85,heatwaveRiskScore_2050_RCP45,heatwaveRiskScore_2050_RCP85,heatwaveRiskScore_2075_RCP45,heatwaveRiskScore_2075_RCP85,heatwaveRiskScore_2100_RCP45,heatwaveRiskScore_2100_RCP85,coldwaveRiskScore_2025_RCP45,coldwaveRiskScore_2025_RCP85,coldwaveRiskScore_2050_RCP45,coldwaveRiskScore_2050_RCP85,coldwaveRiskScore_2075_RCP45,coldwaveRiskScore_2075_RCP85,coldwaveRiskScore_2100_RCP45,coldwaveRiskScore_2100_RCP85,annualAccumilatedRainfall2030RCP45,annualAccumilatedRainfall2030RCP85,annualAccumilatedRainfall2050RCP45,annualAccumilatedRainfall2050RCP85,annualAccumilatedRainfall2080RCP45,annualAccumilatedRainfall2080RCP85,Year,ChlorophyllPercentage_100m,ChlorophyllPercentage_1000m
ESG_167525,Industrials,Construction & Engineering,Eiffage SA,De Graeve Namur Belgium Construction Equipment Manufacturer,Plant,Construction Equipment Manufacturer,Belgium,50.4664497,4.9171481,L,H,L,,L,H,,16.72824795,,,Infrastructure maintenance contracts,0.036489982,696,0,0,0,0.224,22.054,0.693,,,,0.33,0.324,0.356,0.32,0.32,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74.83,75.83,70.88,73.58,73.96,2023,13.71,4.96
ESG_167529,Industrials,Construction & Engineering,Eiffage SA,Duchene Modave Belgium Plant,Plant,Construction Aggregates Plant,Belgium,50.4931235,5.3207264,H,H,H,M,M,H,,17.27901529,VH,H,Infrastructure builds,0.165577543,704,0,0,0,0,16.357,1.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.25,80.67,82.08,76.67,79.58,80,2023,0.11,0.01
ESG_167536,Industrials,Construction & Engineering,Eiffage SA,ECV Energie Systemes Gosselies Belgium Plant,Plant,Energy Equipment and Solutions,Belgium,50.4723197,4.4710087,L,H,L,,L,H,,32.92315808,,,Infrastructure maintenance contracts,0.011871565,683,0,0,0,0,27.153,5.06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.42,78.58,79.08,74.92,76.83,77.17,2023,0,0.09
ESG_167538,Industrials,Construction & Engineering,Eiffage SA,Eiffage Construction Brussel Belgium Office,Office,Office,Belgium,50.821958,4.3529941,M,,H,M,H,H,,42.82025761,,,Infrastructure holdings,0.005314398,713,0,0,0,0,16.288,1.4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73.83,74.33,70.75,71.83,73.08,2023,0,0.21
ESG_167541,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Transport & Distribution Bruxelles Belgium,Office,Office,Belgium,50.7962885,4.4043635,H,H,L,,L,,,41.00373774,M,,Distribution,0.071567807,712,0,0,0,1.15,11.649,0.291,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73.83,74.33,70.75,71.83,73.08,2023,0,0.1
ESG_167544,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Site Nivelles Construction Equipment Supplier,Supplier,Construction Equipment Supplier,Belgium,50.6185756,4.330807,H,H,M,H,M,H,,43.77887402,,H,Construction,0.010116765,695,0,0,0,0,17.985,4.164,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.17,76.17,76.5,72.83,74.17,75,2023,0,0.11
ESG_167547,Industrials,Construction & Engineering,Eiffage SA,Hyline Process Automation Deurne Belgium Office,Office,Office,Belgium,51.2359741,4.4786158,M,,H,M,H,H,,22.99386614,,,Infrastructure holdings,0.011076157,708,0,0,0,0.496,8.37,0.031,,,,0.032,0.034,0.038,0.03,0.034,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.08,71.08,71.5,68.17,69.25,70.92,2023,0.41,4.47
ESG_167550,Industrials,Construction & Engineering,Eiffage SA,Herbosch Kiere Kallo Belgium Construction,Plant,Construction Equipment Manufacturer,Belgium,51.26838444,4.264266118,L,H,L,,L,H,,31.37487626,,,Infrastructure maintenance contracts,0.129158831,729,1,1,3.096,3.125,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70.75,71.17,68.17,68.92,70.67,2023,22.19,37.48
ESG_167562,Industrials,Construction & Engineering,Eiffage SA,Iemants Arendonk Belgium Construction Equipment Manufacturer,Plant,Construction Equipment Manufacturer,Belgium,51.2966058,5.1041925,L,H,L,,L,H,,0.722889568,,,Infrastructure maintenance contracts,0.217645826,718,0,0,0,0.632,1.274,0.176,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.92,72.25,73.33,69.17,70.92,72.58,2023,0.85,1.33
ESG_167564,Industrials,Construction & Engineering,Eiffage SA,Reynders Houthalen Belgium Interior Fitting Contractor,Contractor,Interior Fitting Contractor,Belgium,51.01438,5.3651,L,H,L,,L,H,,0,,,Infrastructure maintenance contracts,0.073092651,724,0,0,0,0.521,1.656,0.258,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.42,73.58,75.08,70.08,72.42,73.75,2023,1.16,0.48
ESG_167573,Industrials,Construction & Engineering,Eiffage SA,Willems Balen Belgium Construction Equipment Manufacturer,Plant,Construction Equipment Manufacturer,Belgium,51.1578501,5.1563399,L,H,L,,L,H,,0,,,Infrastructure maintenance contracts,0.288425124,706,0,0,0,0.432,7.313,0.514,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.92,72.33,73.58,69,70.92,72.42,2023,1.11,2.28
ESG_167575,Industrials,Construction & Engineering,Eiffage SA,Yvan Paque Heuden Zolder Belgium Office,Office,Office,Belgium,51.01302,5.30485,M,,H,M,H,H,,0,,,Infrastructure holdings,0.007205564,719,0,0,0.962,1.153,0.303,0.077,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.67,72.92,74.25,69.42,71.67,73.08,2023,0,0
ESG_167576,Industrials,Construction & Engineering,Eiffage SA,Yvan Paque Rocourt Belgium Plant,Plant,Energy Equipment and Solutions,Belgium,50.6648373,5.5575782,L,H,L,,L,H,,7.448556058,,,Infrastructure maintenance contracts,0.035475797,728,0,0,0,0,13.999,4.105,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.58,74,75.17,69.83,72.67,73.42,2023,0,0.02
ESG_167585,Industrials,Construction & Engineering,Eiffage SA,RMT Benin Energy Equipment And Solutions,Plant,Energy Equipment and Solutions,Benin,6.359718815,2.45580805,L,H,L,,L,H,,3.387802284,,,Infrastructure maintenance contracts,0.000919095,1035,0,0,0,0,2.711,4.347,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.58,105.5,108.08,104.92,106.92,107.92,2023,0,14.53
ESG_167597,Industrials,Construction & Engineering,Eiffage SA,Eiffage Canada Alberta Road Contractor,Contractor,Road Contractor,Canada,53.3256821,-113.5151213,H,H,M,H,M,H,,13.01626272,,H,Construction,0.041756718,373,0,0,0,0,27.703,22.056,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,13,15,11,15,15,7,42.67,39.17,41.5,39.17,39.33,44.08,2023,1.23,1.23
ESG_167602,Industrials,Construction & Engineering,Eiffage SA,Eiffage Canada Ontario Office,Office,Office,Canada,43.367952,-79.7972699,M,,H,M,H,H,,3.112387516,,,Infrastructure holdings,0.013653343,622,0,0,0,0,3.663,4.472,,,,0.126,0.142,0.148,0.15,0.146,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,3,1,4,0,72.92,74.67,73.42,72.5,75,78.58,2023,0,0.15
ESG_167620,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Transport & Distribution Senegal,Office,Office,Senegal,14.691973,-17.4331346,H,H,L,,L,,,6.06367846,M,,Distribution,0.005411484,1522,0,0,0,0.28,5.669,0.367,,,,0.166,0.144,0.126,0.09,0.126,0.15,0,0,0,0,0,0,0,0,0,0,1,19,1,35,0,0,0,0,0,0,0,0,56.83,49.25,62.25,55.08,59.17,66.92,2023,0,8.21
ESG_167621,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energia Chile Las Condes Office,Office,Office,Chile,-33.4059,-70.5755,M,,H,M,H,H,,80.92476105,,,Infrastructure holdings,0.006689378,201,0,0,0,0,13.279,13.279,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.25,23.25,25.75,20.25,21.67,15.5,2023,0.5,0.55
ESG_167632,Industrials,Construction & Engineering,Eiffage SA,Aeen Saint Ouen l Aumone Energy Equipment And Solutions,Office,Office,France,49.046402,2.1410251,L,H,L,,L,H,,1.56592729,,,Infrastructure maintenance contracts,0.004735004,746,0,0,0,0,20.089,2.216,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,54.42,52.67,50.08,53,48.83,2023,0,0.2
ESG_167636,Industrials,Construction & Engineering,Eiffage SA,AEO Plemet Plant,Plant,Construction Aggregates Plant,France,48.1914542,-2.6179898,L,H,L,,L,H,,4.623216587,,,Infrastructure maintenance contracts,1.280694978,672,0,0,0,0,32.961,17.319,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75,72,67.25,68,70,64.08,2023,0.29,0.04
ESG_167652,Industrials,Construction & Engineering,Eiffage SA,AEO Sainte Honorine la Chardonne Plant,Plant,Construction Aggregates Plant,France,48.84260916,-0.518278363,L,H,L,,L,H,,14.35561897,,,Infrastructure maintenance contracts,0.603337771,693,0,0,0,0.004,49.11,0.958,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.33,63.75,60.5,59.5,62.42,57.25,2023,0.08,0.01
ESG_167657,Industrials,Construction & Engineering,Eiffage SA,AEO Bellengreville Plant,Plant,Construction Aggregates Plant,France,49.116032,-0.25208,L,H,L,,L,H,,27.36615555,,,Infrastructure maintenance contracts,0.216659196,715,0,0,0,0,15.648,1.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.88,59.33,56.21,55.21,57.96,53.08,2023,0,0.03
ESG_167661,Industrials,Construction & Engineering,Eiffage SA,Eiffage Senozan France construction Equipment Manufacturer,Plant,Construction Equipment Manufacturer,France,46.394559,4.8737474,L,H,L,,L,H,,3.719042485,,,Infrastructure maintenance contracts,0.082287359,852,0,0,0.797,0.208,0.39,0.692,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,63.08,65.5,63.5,60.17,66,57,2023,0,10.65
ESG_167699,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra Bau Dusseldorf Contractor,Contractor,Road Contractor,Germany,51.2662813,6.8191396,L,H,L,,L,H,,2.303220366,,,Infrastructure maintenance contracts,0.043570021,751,0,0,0,0.555,26.68,0.491,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.92,72.58,74,69.33,71.67,73.67,2023,0,0.34
ESG_167706,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra Spezialtiefbau Dusseldorf Contractor,Contractor,General Contractor,Germany,51.2657842,6.81886,L,H,L,,L,H,,2.304471447,,,Infrastructure maintenance contracts,0.019646806,751,0,0,0,0.538,26.765,0.491,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.92,72.58,74,69.33,71.67,73.67,2023,0,0.27
ESG_167710,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra Nordwest Wallenhorst Road Contractor,Contractor,Road Contractor,Germany,52.3572909,7.9687528,H,H,M,H,M,H,,36.07295712,,H,Construction,0.047728583,738,0,0,0,0.689,1.411,0.426,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.5,74.5,74.5,71.75,74.33,76.5,2023,0.71,1
ESG_167716,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra OWL Bad Salzuflen Road Contractor,Contractor,Road Contractor,Germany,52.0493811,8.7612431,H,H,M,H,M,H,,15.4278961,,H,Construction,0.022270966,747,0,0,0,1.828,13.16,0.027,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.75,70.25,70.67,68.17,70.42,72.58,2023,0,3.97
ESG_167719,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra Rohstoffe Wilsdruff Building Materials Supplier,Supplier,Building Materials Supplier,Germany,51.0483874,13.5473539,H,H,,L,H,VH,,13.54038277,,,Glass making,0.380584418,823,0,0,0,0,10.463,1.822,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.92,56.75,57,56.42,59.42,56,2023,0,0.03
ESG_167725,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra Bau Herne Road Contractor,Contractor,Road Contractor,Germany,51.5286125,7.1699005,H,H,M,H,M,H,,1.563283288,,H,Construction,0.305317744,740,0,0,0,0,22.655,1.468,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.58,73.17,74.25,70.25,72.25,74.58,2023,0,0.05
ESG_167727,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra Sud Schwabach Office,Office,Office,Germany,49.3220017,11.0585944,M,,H,M,H,H,,2.820347616,,,Infrastructure holdings,0.010116889,858,0,0,0,1.091,3.582,0.128,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62.92,61.58,60.83,63.83,59.67,2023,1.67,0.18
ESG_167730,Industrials,Construction & Engineering,Eiffage SA,Eiffage Infra West Borken Road Contractor,Contractor,Road Contractor,Germany,51.8605024,6.8591711,H,H,M,H,M,H,,6.382778007,,H,Construction,0.007812863,740,0,0,0,0.903,8.092,0.234,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.08,71.92,72.92,69,71.42,73.25,2023,0,0.04
ESG_167734,Industrials,Construction & Engineering,Eiffage SA,Eiffage Kehl Germany Energy Equipment And Solutions,Plant,Energy Equipment and Solutions,Germany,48.5821744,7.8025742,L,H,L,,L,H,,8.553939893,,,Infrastructure maintenance contracts,0.077450561,925,0,0,0,0,1.55,1.442,,,,0.616,0.622,0.7,0.642,0.654,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.71,60.58,60.67,56.17,61.33,57.42,2023,41.52,26.12
ESG_167740,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energy Systems Hamburg Equipment Supplier,Supplier,Equipment Supplier,Germany,53.5783181,10.1143531,M,,H,M,H,H,,33.5680594,,,Infrastructure holdings,0.006860148,751,0,0,0,0.25,11.9,0.522,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.17,66.08,65.92,65,67.5,70.25,2023,1.3,1.05
ESG_167749,Industrials,Construction & Engineering,Eiffage SA,Elomech Eloprojekt Mulheim An Der Ruhr Plant,Plant,Energy Equipment and Solutions,Germany,51.4344198,6.8591424,L,H,L,,L,H,,1.729058374,,,Infrastructure maintenance contracts,0.018851519,743,0,0,0,0.649,12.275,0.341,,,,1.968,1.804,1.85,1.98,1.948,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.17,72.83,74.25,69.75,72,74.17,2023,0.34,1.63
ESG_167750,Industrials,Construction & Engineering,Eiffage SA,Elomech Teloplan Frankfurt Am Main Plant,Plant,Energy Equipment and Solutions,Germany,50.11402,8.6209687,L,H,L,,L,H,,1.01259126,,,Infrastructure maintenance contracts,0.006606824,839,0,0,0,1.287,2.675,0.166,,,,0.376,0.358,0.416,0.38,0.392,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.42,58.83,59.42,55.67,59.33,58.75,2023,0,0.06
ESG_167753,Industrials,Construction & Engineering,Eiffage SA,Elomech Elektroanlagen Boblingen Electrical Installation Service,Service Center,Electrical Installation Service Center,Germany,48.6922861,8.9478018,L,H,L,,L,H,,8.987993323,,,Infrastructure maintenance contracts,0.001056309,831,0,0,0.263,0.136,0.61,0.28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71.67,71.42,68.25,72.83,68.75,2023,0,0
ESG_167759,Industrials,Construction & Engineering,Eiffage SA,Elomech Neugebauer Essen Plant,Plant,Energy Equipment and Solutions,Germany,51.45874,7.06838,L,H,L,,L,H,,1.828596141,,,Infrastructure maintenance contracts,0.010485656,747,0,0,0,0,24.6,1.541,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.75,75.25,76.58,72.25,74.25,76.58,2023,0.41,0.09
ESG_167760,Industrials,Construction & Engineering,Eiffage SA,MDM Rohr Und Stahlhandel Dorsten Road Contractor,Contractor,Road Contractor,Germany,51.71904426,7.039444271,H,H,M,H,M,H,,4.027968849,,H,Construction,0.008784633,736,0,0,0,1.56,9.704,0.325,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.67,72.5,73.5,69.58,71.67,73.83,2023,0,0.06
ESG_167762,Industrials,Construction & Engineering,Eiffage SA,NAT Dachau Plant,Plant,Energy Equipment and Solutions,Germany,48.25722,11.47518,L,H,L,,L,H,,17.60372906,,,Infrastructure maintenance contracts,0.008357087,860,0,0,0,0.52,15.382,0.17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.67,78.58,77.17,76.83,78.25,74.58,2023,2.63,3.25
ESG_167767,Industrials,Construction & Engineering,Eiffage SA,NAT Dingolfing Plant,Plant,Energy Equipment and Solutions,Germany,48.64807,12.47902,L,H,L,,L,H,,1.389918847,,,Infrastructure maintenance contracts,0.012182525,855,0,0,0,0,1.757,1.205,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71.5,72.75,71.92,71.75,72.5,69,2023,0,0.35
ESG_167768,Industrials,Construction & Engineering,Eiffage SA,NAT Neuberger Leipzig Office,Office,Office,Germany,51.339461,12.337232,M,,H,M,H,H,,20.28004326,,,Infrastructure holdings,0.007274746,786,0,0,1.205,1.274,0.233,0.216,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48.08,48.08,47.08,50.58,48,2023,0,3.87
ESG_167769,Industrials,Construction & Engineering,Eiffage SA,NAT Regensburg Plant,Plant,Energy Equipment and Solutions,Germany,49.0322982,12.1290729,L,H,L,,L,H,,3.140536569,,,Infrastructure maintenance contracts,0.016062389,875,0,0,0,0.001,1.297,0.95,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.42,60,58.83,58.83,60.67,56.42,2023,1.12,0.23
ESG_167771,Industrials,Construction & Engineering,Eiffage SA,Elektrotechnik Bohn Hamburg Plant,Plant,Energy Equipment and Solutions,Germany,53.4710206,9.9131012,L,H,L,,L,H,,31.14970551,,,Infrastructure maintenance contracts,0.008475079,764,0,0,0,1.8,3.463,0.061,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.83,68.75,68.5,67.33,70.17,72.75,2023,1.24,0.22
ESG_167781,Industrials,Construction & Engineering,Eiffage SA,Schwarz & Grantz Schleswig Holstein Plant,Plant,Energy Equipment and Solutions,Germany,54.3263117,10.0772062,H,H,H,M,M,H,,18.53479059,VH,H,Infrastructure builds,0.039035073,698,0,0,0,0,13.989,2.944,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.25,71.25,71.08,70.58,73,75.92,2023,0,0.09
ESG_167784,Industrials,Construction & Engineering,Eiffage SA,Schwarz & Grantz Schwerin Plant,Plant,Energy Equipment and Solutions,Germany,53.6079418,11.3893339,H,H,H,M,M,H,,34.24276067,VH,H,Infrastructure builds,0.004415129,744,0,0,0,1.144,2.434,0.172,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57.92,57.92,57.92,59.42,62.92,2023,0,21.89
ESG_167789,Industrials,Construction & Engineering,Eiffage SA,Schwarz & Grantz Altona Hamburg Plant,Plant,Energy Equipment and Solutions,Germany,53.5714041,9.9241695,H,H,H,M,M,H,,37.67180094,VH,H,Infrastructure builds,0.021708519,754,0,0,0,0.501,6.7,0.096,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.58,67.42,67.25,66.25,69.08,71.42,2023,1.27,0.52
ESG_167794,Industrials,Construction & Engineering,Eiffage SA,Schwarz & Grantz Service Hamburg Office,Office,Office,Germany,53.4664883,9.9913973,M,,H,M,H,H,,29.08610672,,,Infrastructure holdings,0.006527435,754,0,0,0,0.169,7.784,0.574,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67.83,67.5,66.58,69.42,71.83,2023,11.35,10.64
ESG_167799,Industrials,Construction & Engineering,Eiffage SA,Schwarz & Grantz Schleswig Holstein Trittau Plant,Plant,Energy Equipment and Solutions,Germany,53.6158827,10.3921876,H,H,H,M,M,H,,18.30069836,VH,H,Infrastructure builds,0.002540678,751,0,0,0,0.682,1.049,0.382,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.33,65.25,65,64.5,66.75,69.75,2023,0,0.1
ESG_167802,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Accra Equipment Supplier,Supplier,Equipment Supplier,Ghana,5.6177766,-0.1765783,H,H,L,,L,,,7.209936268,M,,Distribution,0.007660949,1091,0,0,0,0,12.167,1.733,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,19,15,49,31,78,0,0,0,0,0,0,0,0,77.25,72.58,77.5,73.42,74.08,73.67,2023,0,0
ESG_167804,Industrials,Construction & Engineering,Eiffage SA,Eiffage Genie Civil Antilles Baie Mahault Road Contractor,Contractor,Road Contractor,Guadeloupe,16.240994,-61.575058,H,H,M,H,M,H,,0,,H,Construction,0.010977477,1372,0,1,0.414,2.99,0.147,0,9,16,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,192.08,190.58,193.67,194.42,195.83,195.17,2023,0.46,18.47
ESG_167814,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Clemessy Baie Mahault Plant,Plant,Energy Equipment and Solutions,Guadeloupe,16.2348323,-61.5533885,L,H,L,,L,H,,0,,,Infrastructure maintenance contracts,0.083565254,1387,0,0,0,1.495,1.417,0.136,9,16,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,135.5,133.75,137,137.5,139.17,138.33,2023,3.72,39.2
ESG_167826,Industrials,Construction & Engineering,Eiffage SA,Eiffage Macouria Tonate Guyane Road Contractor,Contractor,Road Contractor,French Guiana,4.9028875,-52.3155294,H,H,M,H,M,H,,0.078350205,,H,Construction,0.075231528,1148,0,0,0,0,1.834,3.28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,50,0,0,0,0,0,0,0,0,275.33,276.92,280,281.33,279.42,279.58,2023,0,1.05
ESG_167827,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Clemessy Remire Montjoly Plant,Plant,Energy Equipment and Solutions,French Guiana,4.856538168,-52.26540897,L,H,L,,L,H,,0.07372623,,,Infrastructure maintenance contracts,0.002291902,1144,0,0,1.088,0.134,0.102,0.828,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.33,276.92,280,281.33,279.42,279.58,2023,0,32.03
ESG_167830,Industrials,Construction & Engineering,Eiffage SA,Eiffage Energie Systemes Kourou Guyane Equipment Supplier,Supplier,Equipment Supplier,French Guiana,5.1545308,-52.6434304,,,H,M,H,,,0.064555951,,,Electronics and hardware production,0.000620359,1845,0,0,0,0,1.017,2.27,,,,0.474,0.482,0.604,0.602,0.832,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.5,241.5,244.67,245.67,244.25,243.5,2023,0.94,24.41
ESG_167841,Industrials,Construction & Engineering,Eiffage SA,Elettromeccanica Galli Italo Erba Industrial Equipment Supplier,Supplier,Industrial Equipment Supplier,Italy,45.8046569,9.2289361,H,H,,L,H,VH,,13.68794334,,,Glass making,0.006318821,912,0,0,0,0.359,13.832,0.547,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98.92,99.25,99.08,96.83,97.67,91,2023,0,0.31
ESG_167845,Industrials,Aerospace & Defense,Eiffage SA,Teseo Clemessy Italy Druento Aerospace Plant,Plant,Aerospace Product and Parts Manufacturing Plant,Italy,45.1320416,7.5865379,,,H,M,H,,,0,,,Electronics and hardware production,0.004151865,872,0,0,0,1.201,28.412,0.193,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,68.42,69,68.08,65.5,68.33,60.08,2023,2.2,0.78
